Airport,LongDate,Date,Hour,AvgWait,MaxWait,Booths,Count,Lat,Lon
EWR,1451779200000,01/03/16,2200 - 2300,7,12,6,74,40.692501068115234,-74.16860961914062
EWR,1451779200000,01/03/16,2300 - 0000,8,15,5,55,40.692501068115234,-74.16860961914062
EWR,1459555200000,04/02/16,0800 - 0900,22.5,44,11,560,40.692501068115234,-74.16860961914062
EWR,1459555200000,04/02/16,1200 - 1300,8.5,23.5,20.5,1428,40.692501068115234,-74.16860961914062
EWR,1459555200000,04/02/16,1300 - 1400,13,41,22,2296,40.692501068115234,-74.16860961914062
EWR,1459555200000,04/02/16,1400 - 1500,9.5,31,16.5,761,40.692501068115234,-74.16860961914062
EWR,1459555200000,04/02/16,1500 - 1600,16.5,53.5,19,1501,40.692501068115234,-74.16860961914062
EWR,1459555200000,04/02/16,1600 - 1700,22.5,54.5,18,2090,40.692501068115234,-74.16860961914062
EWR,1459555200000,04/02/16,1700 - 1800,22,48.5,17,1599,40.692501068115234,-74.16860961914062
EWR,1459555200000,04/02/16,1800 - 1900,17.5,31,12,371,40.692501068115234,-74.16860961914062
EWR,1459555200000,04/02/16,1900 - 2000,21.5,43,20,2192,40.692501068115234,-74.16860961914062
EWR,1459555200000,04/02/16,2000 - 2100,9.5,23,22,2240,40.692501068115234,-74.16860961914062
EWR,1459555200000,04/02/16,2100 - 2200,11,22,12.5,462,40.692501068115234,-74.16860961914062
EWR,1459555200000,04/02/16,2200 - 2300,7,20.5,13,955,40.692501068115234,-74.16860961914062
EWR,1459555200000,04/02/16,2300 - 0000,8,22.5,10,637,40.692501068115234,-74.16860961914062
EWR,1459555200000,04/02/16,0400 - 0500,14,34,13,556,40.692501068115234,-74.16860961914062
EWR,1459555200000,04/02/16,0500 - 0600,15,55,14,915,40.692501068115234,-74.16860961914062
EWR,1459555200000,04/02/16,0600 - 0700,7,21,12,410,40.692501068115234,-74.16860961914062
EWR,1459555200000,04/02/16,0700 - 0800,14,30,13,285,40.692501068115234,-74.16860961914062
EWR,1459555200000,04/02/16,1000 - 1100,16,32,17,290,40.692501068115234,-74.16860961914062
EWR,1459555200000,04/02/16,1100 - 1200,5,15,27,382,40.692501068115234,-74.16860961914062
EWR,1461369600000,04/23/16,1000 - 1100,7,16.5,8,197,40.692501068115234,-74.16860961914062
EWR,1461369600000,04/23/16,1100 - 1200,12,37,19.5,1420,40.692501068115234,-74.16860961914062
EWR,1461369600000,04/23/16,1200 - 1300,13,31.5,23,1249,40.692501068115234,-74.16860961914062
EWR,1461369600000,04/23/16,1300 - 1400,14.5,46.5,22,1887,40.692501068115234,-74.16860961914062
EWR,1461369600000,04/23/16,1400 - 1500,11,27.5,17.5,841,40.692501068115234,-74.16860961914062
EWR,1461369600000,04/23/16,1500 - 1600,18.5,60,21,2132,40.692501068115234,-74.16860961914062
EWR,1461369600000,04/23/16,1600 - 1700,13.5,44.5,18.5,1193,40.692501068115234,-74.16860961914062
EWR,1461369600000,04/23/16,1700 - 1800,18.5,50.5,13.5,1476,40.692501068115234,-74.16860961914062
EWR,1461369600000,04/23/16,1800 - 1900,13.5,50,17,1755,40.692501068115234,-74.16860961914062
EWR,1461369600000,04/23/16,1900 - 2000,17.5,59,20,1325,40.692501068115234,-74.16860961914062
EWR,1461369600000,04/23/16,2000 - 2100,17.5,38.5,12,1270,40.692501068115234,-74.16860961914062
EWR,1461369600000,04/23/16,2100 - 2200,19,41,10.5,586,40.692501068115234,-74.16860961914062
EWR,1461369600000,04/23/16,2200 - 2300,15.5,23.5,8,312,40.692501068115234,-74.16860961914062
EWR,1461369600000,04/23/16,0400 - 0500,12,21,12,245,40.692501068115234,-74.16860961914062
EWR,1461369600000,04/23/16,0500 - 0600,26,81,15,759,40.692501068115234,-74.16860961914062
EWR,1461369600000,04/23/16,0600 - 0700,15,38,11,222,40.692501068115234,-74.16860961914062
EWR,1461369600000,04/23/16,0700 - 0800,10,22,9,166,40.692501068115234,-74.16860961914062
EWR,1461369600000,04/23/16,0800 - 0900,37,76,7,331,40.692501068115234,-74.16860961914062
EWR,1461369600000,04/23/16,2300 - 0000,4,12,9,147,40.692501068115234,-74.16860961914062
EWR,1466812800000,06/25/16,0800 - 0900,9.5,24,3.5,178,40.692501068115234,-74.16860961914062
EWR,1466812800000,06/25/16,1100 - 1200,13,33,19,1359,40.692501068115234,-74.16860961914062
EWR,1466812800000,06/25/16,1200 - 1300,8.5,28.5,27.5,1521,40.692501068115234,-74.16860961914062
EWR,1466812800000,06/25/16,1300 - 1400,13.5,30.5,28,1705,40.692501068115234,-74.16860961914062
EWR,1466812800000,06/25/16,1400 - 1500,8,28.5,25,1834,40.692501068115234,-74.16860961914062
EWR,1466812800000,06/25/16,1500 - 1600,18.5,54,19,2139,40.692501068115234,-74.16860961914062
EWR,1466812800000,06/25/16,1600 - 1700,23.5,50,19.5,1579,40.692501068115234,-74.16860961914062
EWR,1466812800000,06/25/16,1700 - 1800,19,31.5,16,861,40.692501068115234,-74.16860961914062
EWR,1466812800000,06/25/16,1800 - 1900,9.5,60,16.5,1288,40.692501068115234,-74.16860961914062
EWR,1466812800000,06/25/16,1900 - 2000,21.5,73,19,2072,40.692501068115234,-74.16860961914062
EWR,1466812800000,06/25/16,2000 - 2100,12,40.5,16.5,1647,40.692501068115234,-74.16860961914062
EWR,1466812800000,06/25/16,2100 - 2200,13,27.5,14,613,40.692501068115234,-74.16860961914062
EWR,1466812800000,06/25/16,0000 - 0100,11,21,6,123,40.692501068115234,-74.16860961914062
EWR,1466812800000,06/25/16,0100 - 0200,14,28,5,67,40.692501068115234,-74.16860961914062
EWR,1466812800000,06/25/16,0400 - 0500,16,36,22,515,40.692501068115234,-74.16860961914062
EWR,1466812800000,06/25/16,0500 - 0600,9,31,15,519,40.692501068115234,-74.16860961914062
EWR,1466812800000,06/25/16,0900 - 1000,37,80,8,372,40.692501068115234,-74.16860961914062
EWR,1466812800000,06/25/16,1000 - 1100,19,50,23,381,40.692501068115234,-74.16860961914062
EWR,1466812800000,06/25/16,2200 - 2300,10,20,7,319,40.692501068115234,-74.16860961914062
EWR,1466812800000,06/25/16,2300 - 0000,5,12,6,140,40.692501068115234,-74.16860961914062
EWR,1467417600000,07/02/16,1300 - 1400,11.5,34.5,26,1759,40.692501068115234,-74.16860961914062
EWR,1467417600000,07/02/16,1400 - 1500,26.5,70,27,2521,40.692501068115234,-74.16860961914062
EWR,1467417600000,07/02/16,1500 - 1600,21.5,74,19,1712,40.692501068115234,-74.16860961914062
EWR,1467417600000,07/02/16,1600 - 1700,25,66.5,17.5,1699,40.692501068115234,-74.16860961914062
EWR,1467417600000,07/02/16,1700 - 1800,19,49.5,17,1505,40.692501068115234,-74.16860961914062
EWR,1467417600000,07/02/16,1800 - 1900,16,37,21,1518,40.692501068115234,-74.16860961914062
EWR,1467417600000,07/02/16,1900 - 2000,16.5,50,19.5,1809,40.692501068115234,-74.16860961914062
EWR,1467417600000,07/02/16,2000 - 2100,10,29,21,1270,40.692501068115234,-74.16860961914062
EWR,1467417600000,07/02/16,2100 - 2200,15.5,45.5,18.5,1309,40.692501068115234,-74.16860961914062
EWR,1467417600000,07/02/16,2200 - 2300,17,34,9.5,545,40.692501068115234,-74.16860961914062
EWR,1467417600000,07/02/16,0000 - 0100,23,28,7,68,40.692501068115234,-74.16860961914062
EWR,1467417600000,07/02/16,0200 - 0300,14,21,7,141,40.692501068115234,-74.16860961914062
EWR,1467417600000,07/02/16,0300 - 0400,35,50,21,264,40.692501068115234,-74.16860961914062
EWR,1467417600000,07/02/16,0400 - 0500,13,33,21,622,40.692501068115234,-74.16860961914062
EWR,1467417600000,07/02/16,0500 - 0600,15,42,19,395,40.692501068115234,-74.16860961914062
EWR,1467417600000,07/02/16,0600 - 0700,18,41,11,232,40.692501068115234,-74.16860961914062
EWR,1467417600000,07/02/16,0800 - 0900,48,103,10,345,40.692501068115234,-74.16860961914062
EWR,1467417600000,07/02/16,0900 - 1000,67,79,9,67,40.692501068115234,-74.16860961914062
EWR,1467417600000,07/02/16,1000 - 1100,8,15,9,76,40.692501068115234,-74.16860961914062
EWR,1467417600000,07/02/16,1100 - 1200,15,35,21,338,40.692501068115234,-74.16860961914062
EWR,1467417600000,07/02/16,1200 - 1300,13,34,31,1150,40.692501068115234,-74.16860961914062
EWR,1467417600000,07/02/16,2300 - 0000,14,29,8,167,40.692501068115234,-74.16860961914062
EWR,1468022400000,07/09/16,1000 - 1100,6.5,14.5,7,268,40.692501068115234,-74.16860961914062
EWR,1468022400000,07/09/16,1100 - 1200,17.5,43,20,1218,40.692501068115234,-74.16860961914062
EWR,1468022400000,07/09/16,1300 - 1400,16.5,54.5,22.5,2259,40.692501068115234,-74.16860961914062
EWR,1468022400000,07/09/16,1400 - 1500,24.5,76.5,22.5,1622,40.692501068115234,-74.16860961914062
EWR,1468022400000,07/09/16,1500 - 1600,19.5,61,26,1996,40.692501068115234,-74.16860961914062
EWR,1468022400000,07/09/16,1700 - 1800,16.5,38.5,17,1658,40.692501068115234,-74.16860961914062
EWR,1468022400000,07/09/16,1800 - 1900,9,24,17,810,40.692501068115234,-74.16860961914062
EWR,1468022400000,07/09/16,1900 - 2000,16,55,19,2182,40.692501068115234,-74.16860961914062
EWR,1468022400000,07/09/16,2000 - 2100,15,44.5,17.5,1427,40.692501068115234,-74.16860961914062
EWR,1468022400000,07/09/16,2100 - 2200,16.5,39.5,15.5,1038,40.692501068115234,-74.16860961914062
EWR,1468022400000,07/09/16,0000 - 0100,2,5,1,8,40.692501068115234,-74.16860961914062
EWR,1468022400000,07/09/16,0100 - 0200,9,19,8,175,40.692501068115234,-74.16860961914062
EWR,1468022400000,07/09/16,0300 - 0400,35,46,15,251,40.692501068115234,-74.16860961914062
EWR,1468022400000,07/09/16,0400 - 0500,13,30,15,404,40.692501068115234,-74.16860961914062
EWR,1468022400000,07/09/16,0500 - 0600,18,56,19,760,40.692501068115234,-74.16860961914062
EWR,1468022400000,07/09/16,0600 - 0700,14,28,9,115,40.692501068115234,-74.16860961914062
EWR,1468022400000,07/09/16,0700 - 0800,39,82,7,289,40.692501068115234,-74.16860961914062
EWR,1468022400000,07/09/16,0900 - 1000,8,19,4,82,40.692501068115234,-74.16860961914062
EWR,1468022400000,07/09/16,1200 - 1300,20,43,29,1135,40.692501068115234,-74.16860961914062
EWR,1468022400000,07/09/16,1600 - 1700,17,43,34,1455,40.692501068115234,-74.16860961914062
EWR,1468022400000,07/09/16,2200 - 2300,8,20,7,162,40.692501068115234,-74.16860961914062
EWR,1468022400000,07/09/16,2300 - 0000,7,17,7,304,40.692501068115234,-74.16860961914062
EWR,1468540800000,07/15/16,0600 - 0700,26.5,53,9,542,40.692501068115234,-74.16860961914062
EWR,1468540800000,07/15/16,0700 - 0800,25.5,57,8,475,40.692501068115234,-74.16860961914062
EWR,1468540800000,07/15/16,1100 - 1200,9,20,14,524,40.692501068115234,-74.16860961914062
EWR,1468540800000,07/15/16,1200 - 1300,9,22.5,21.5,1967,40.692501068115234,-74.16860961914062
EWR,1468540800000,07/15/16,1300 - 1400,19.5,54,22.5,2112,40.692501068115234,-74.16860961914062
EWR,1468540800000,07/15/16,1400 - 1500,9,30,24.5,1451,40.692501068115234,-74.16860961914062
EWR,1468540800000,07/15/16,1500 - 1600,14,45.5,22.5,1850,40.692501068115234,-74.16860961914062
EWR,1468540800000,07/15/16,1600 - 1700,20.5,50.5,23,1462,40.692501068115234,-74.16860961914062
EWR,1468540800000,07/15/16,1700 - 1800,10,31,20,1146,40.692501068115234,-74.16860961914062
EWR,1468540800000,07/15/16,1800 - 1900,10,29.5,23.5,1852,40.692501068115234,-74.16860961914062
EWR,1468540800000,07/15/16,0000 - 0100,12,21,22,254,40.692501068115234,-74.16860961914062
EWR,1468540800000,07/15/16,0300 - 0400,25,40,14,265,40.692501068115234,-74.16860961914062
EWR,1468540800000,07/15/16,0400 - 0500,17,46,12,429,40.692501068115234,-74.16860961914062
EWR,1468540800000,07/15/16,0500 - 0600,29,75,10,401,40.692501068115234,-74.16860961914062
EWR,1468540800000,07/15/16,0800 - 0900,53,70,7,68,40.692501068115234,-74.16860961914062
EWR,1468540800000,07/15/16,0900 - 1000,6,15,7,76,40.692501068115234,-74.16860961914062
EWR,1468540800000,07/15/16,1000 - 1100,6,12,6,74,40.692501068115234,-74.16860961914062
EWR,1468540800000,07/15/16,1900 - 2000,16,57,35,1301,40.692501068115234,-74.16860961914062
EWR,1468540800000,07/15/16,2000 - 2100,33,73,24,1122,40.692501068115234,-74.16860961914062
EWR,1468540800000,07/15/16,2100 - 2200,14,27,21,279,40.692501068115234,-74.16860961914062
EWR,1468540800000,07/15/16,2200 - 2300,16,29,6,494,40.692501068115234,-74.16860961914062
EWR,1468540800000,07/15/16,2300 - 0000,29,63,5,294,40.692501068115234,-74.16860961914062
EWR,1468713600000,07/17/16,0300 - 0400,21.5,34.5,9.5,268,40.692501068115234,-74.16860961914062
EWR,1468713600000,07/17/16,0500 - 0600,24,66,12,1408,40.692501068115234,-74.16860961914062
EWR,1468713600000,07/17/16,1100 - 1200,13.5,36,20.5,1707,40.692501068115234,-74.16860961914062
EWR,1468713600000,07/17/16,1200 - 1300,11,28.5,17.5,859,40.692501068115234,-74.16860961914062
EWR,1468713600000,07/17/16,1300 - 1400,15.5,50,22,2661,40.692501068115234,-74.16860961914062
EWR,1468713600000,07/17/16,1400 - 1500,14.5,39.5,18,1333,40.692501068115234,-74.16860961914062
EWR,1468713600000,07/17/16,1500 - 1600,19,56.5,19.5,1903,40.692501068115234,-74.16860961914062
EWR,1468713600000,07/17/16,1600 - 1700,21.5,55,18.5,1011,40.692501068115234,-74.16860961914062
EWR,1468713600000,07/17/16,1700 - 1800,21,49,15.5,1104,40.692501068115234,-74.16860961914062
EWR,1468713600000,07/17/16,1800 - 1900,11.5,39,23,1804,40.692501068115234,-74.16860961914062
EWR,1468713600000,07/17/16,0100 - 0200,17,33,5,166,40.692501068115234,-74.16860961914062
EWR,1468713600000,07/17/16,0400 - 0500,9,27,18,266,40.692501068115234,-74.16860961914062
EWR,1468713600000,07/17/16,0600 - 0700,44,69,11,157,40.692501068115234,-74.16860961914062
EWR,1468713600000,07/17/16,0700 - 0800,39,82,6,312,40.692501068115234,-74.16860961914062
EWR,1468713600000,07/17/16,0800 - 0900,9,21,11,166,40.692501068115234,-74.16860961914062
EWR,1468713600000,07/17/16,0900 - 1000,7,13,6,74,40.692501068115234,-74.16860961914062
EWR,1468713600000,07/17/16,1000 - 1100,6,12,5,68,40.692501068115234,-74.16860961914062
EWR,1468713600000,07/17/16,1900 - 2000,13,29,35,1769,40.692501068115234,-74.16860961914062
EWR,1468713600000,07/17/16,2000 - 2100,13,53,32,982,40.692501068115234,-74.16860961914062
EWR,1468713600000,07/17/16,2100 - 2200,31,78,19,840,40.692501068115234,-74.16860961914062
EWR,1468713600000,07/17/16,2200 - 2300,45,66,11,324,40.692501068115234,-74.16860961914062
EWR,1468713600000,07/17/16,2300 - 0000,5,11,7,128,40.692501068115234,-74.16860961914062
EWR,1471651200000,08/20/16,0700 - 0800,26,52,8.5,508,40.692501068115234,-74.16860961914062
EWR,1471651200000,08/20/16,1000 - 1100,15.5,34,11.5,320,40.692501068115234,-74.16860961914062
EWR,1471651200000,08/20/16,1100 - 1200,17.5,45,22,1653,40.692501068115234,-74.16860961914062
EWR,1471651200000,08/20/16,1200 - 1300,17.5,44,25,1518,40.692501068115234,-74.16860961914062
EWR,1471651200000,08/20/16,1300 - 1400,14.5,40,24.5,1667,40.692501068115234,-74.16860961914062
EWR,1471651200000,08/20/16,1400 - 1500,20.5,57.5,22,1918,40.692501068115234,-74.16860961914062
EWR,1471651200000,08/20/16,1500 - 1600,24,58,23,1870,40.692501068115234,-74.16860961914062
EWR,1471651200000,08/20/16,1600 - 1700,16,38,18,595,40.692501068115234,-74.16860961914062
EWR,1471651200000,08/20/16,1700 - 1800,15.5,42,15,876,40.692501068115234,-74.16860961914062
EWR,1471651200000,08/20/16,1800 - 1900,17,63.5,16,1719,40.692501068115234,-74.16860961914062
EWR,1471651200000,08/20/16,1900 - 2000,25,94.5,17.5,2144,40.692501068115234,-74.16860961914062
EWR,1471651200000,08/20/16,2000 - 2100,28,85,13.5,1440,40.692501068115234,-74.16860961914062
EWR,1471651200000,08/20/16,2100 - 2200,24.5,84,11.5,760,40.692501068115234,-74.16860961914062
EWR,1471651200000,08/20/16,0100 - 0200,16,28,5,172,40.692501068115234,-74.16860961914062
EWR,1471651200000,08/20/16,0400 - 0500,12,32,22,535,40.692501068115234,-74.16860961914062
EWR,1471651200000,08/20/16,0500 - 0600,16,61,24,671,40.692501068115234,-74.16860961914062
EWR,1471651200000,08/20/16,0600 - 0700,29,64,14,289,40.692501068115234,-74.16860961914062
EWR,1471651200000,08/20/16,0900 - 1000,5,13,8,72,40.692501068115234,-74.16860961914062
EWR,1471651200000,08/20/16,2200 - 2300,44,75,7,340,40.692501068115234,-74.16860961914062
EWR,1472688000000,09/01/16,0400 - 0500,6.5,19,6.5,758,40.692501068115234,-74.16860961914062
EWR,1472688000000,09/01/16,0600 - 0700,15,34.5,10.5,538,40.692501068115234,-74.16860961914062
EWR,1472688000000,09/01/16,0700 - 0800,21.5,44,8,516,40.692501068115234,-74.16860961914062
EWR,1472688000000,09/01/16,0900 - 1000,8.5,19,7,217,40.692501068115234,-74.16860961914062
EWR,1472688000000,09/01/16,1000 - 1100,19.5,44.5,16,509,40.692501068115234,-74.16860961914062
EWR,1472688000000,09/01/16,1100 - 1200,22,49,20.5,1391,40.692501068115234,-74.16860961914062
EWR,1472688000000,09/01/16,1200 - 1300,17.5,43.5,22,1200,40.692501068115234,-74.16860961914062
EWR,1472688000000,09/01/16,1300 - 1400,28,73,24.5,2226,40.692501068115234,-74.16860961914062
EWR,1472688000000,09/01/16,1400 - 1500,12,37.5,19,1277,40.692501068115234,-74.16860961914062
EWR,1472688000000,09/01/16,1500 - 1600,29,78,18.5,1055,40.692501068115234,-74.16860961914062
EWR,1472688000000,09/01/16,1700 - 1800,17,43.5,16.5,651,40.692501068115234,-74.16860961914062
EWR,1472688000000,09/01/16,1800 - 1900,15.5,46.5,17,1139,40.692501068115234,-74.16860961914062
EWR,1472688000000,09/01/16,0500 - 0600,16,37,13,237,40.692501068115234,-74.16860961914062
EWR,1472688000000,09/01/16,0800 - 0900,31,45,5,57,40.692501068115234,-74.16860961914062
EWR,1472688000000,09/01/16,1600 - 1700,34,75,30,1440,40.692501068115234,-74.16860961914062
EWR,1472688000000,09/01/16,1900 - 2000,16,39,34,973,40.692501068115234,-74.16860961914062
EWR,1472688000000,09/01/16,2000 - 2100,35,99,25,1231,40.692501068115234,-74.16860961914062
EWR,1472688000000,09/01/16,2100 - 2200,24,58,17,621,40.692501068115234,-74.16860961914062
EWR,1472688000000,09/01/16,2200 - 2300,24,34,7,73,40.692501068115234,-74.16860961914062
EWR,1472688000000,09/01/16,2300 - 0000,6,11,6,66,40.692501068115234,-74.16860961914062
EWR,1446854400000,11/07/15,0900 - 1000,16.5,28.5,6.5,202,40.692501068115234,-74.16860961914062
EWR,1446854400000,11/07/15,1100 - 1200,7,21.5,18.5,912,40.692501068115234,-74.16860961914062
EWR,1446854400000,11/07/15,1200 - 1300,14.5,41.5,22.5,1353,40.692501068115234,-74.16860961914062
EWR,1446854400000,11/07/15,1300 - 1400,10.5,28,24.5,1680,40.692501068115234,-74.16860961914062
EWR,1446854400000,11/07/15,1400 - 1500,13.5,43,24,1755,40.692501068115234,-74.16860961914062
EWR,1446854400000,11/07/15,1500 - 1600,10.5,26,16.5,674,40.692501068115234,-74.16860961914062
EWR,1446854400000,11/07/15,1600 - 1700,12.5,39.5,17.5,1398,40.692501068115234,-74.16860961914062
EWR,1446854400000,11/07/15,1700 - 1800,9.5,36.5,18,1427,40.692501068115234,-74.16860961914062
EWR,1446854400000,11/07/15,1800 - 1900,11.5,26.5,17,1175,40.692501068115234,-74.16860961914062
EWR,1446854400000,11/07/15,1900 - 2000,11.5,26.5,16,1251,40.692501068115234,-74.16860961914062
EWR,1446854400000,11/07/15,2000 - 2100,15,42,9.5,840,40.692501068115234,-74.16860961914062
EWR,1446854400000,11/07/15,2100 - 2200,5,13.5,8,272,40.692501068115234,-74.16860961914062
EWR,1446854400000,11/07/15,0400 - 0500,10,27,15,502,40.692501068115234,-74.16860961914062
EWR,1446854400000,11/07/15,0600 - 0700,13,37,17,434,40.692501068115234,-74.16860961914062
EWR,1446854400000,11/07/15,0700 - 0800,12,28,10,165,40.692501068115234,-74.16860961914062
EWR,1446854400000,11/07/15,0800 - 0900,54,110,6,289,40.692501068115234,-74.16860961914062
EWR,1446854400000,11/07/15,1000 - 1100,27,61,7,244,40.692501068115234,-74.16860961914062
EWR,1446854400000,11/07/15,2200 - 2300,14,25,7,141,40.692501068115234,-74.16860961914062
EWR,1446854400000,11/07/15,2300 - 0000,22,50,6,155,40.692501068115234,-74.16860961914062
EWR,1450396800000,12/18/15,0600 - 0700,12.5,36.5,13,653,40.692501068115234,-74.16860961914062
EWR,1450396800000,12/18/15,0800 - 0900,15,37,12,433,40.692501068115234,-74.16860961914062
EWR,1450396800000,12/18/15,1100 - 1200,3.5,14.5,12,283,40.692501068115234,-74.16860961914062
EWR,1450396800000,12/18/15,1200 - 1300,10.5,22,20,1097,40.692501068115234,-74.16860961914062
EWR,1450396800000,12/18/15,1300 - 1400,14.5,40,24.5,2412,40.692501068115234,-74.16860961914062
EWR,1450396800000,12/18/15,1400 - 1500,14,35.5,21,1672,40.692501068115234,-74.16860961914062
EWR,1450396800000,12/18/15,1500 - 1600,11,31.5,12,896,40.692501068115234,-74.16860961914062
EWR,1450396800000,12/18/15,1600 - 1700,22.5,59,14.5,1186,40.692501068115234,-74.16860961914062
EWR,1450396800000,12/18/15,1700 - 1800,14,42.5,16.5,755,40.692501068115234,-74.16860961914062
EWR,1450396800000,12/18/15,1800 - 1900,11.5,30,18.5,1132,40.692501068115234,-74.16860961914062
EWR,1450396800000,12/18/15,1900 - 2000,12,42.5,16,1251,40.692501068115234,-74.16860961914062
EWR,1450396800000,12/18/15,0400 - 0500,8,22,15,384,40.692501068115234,-74.16860961914062
EWR,1450396800000,12/18/15,0500 - 0600,9,23,14,397,40.692501068115234,-74.16860961914062
